OpportunityID,OpportunityTitle,OpportunityNumber,OpportunityCategory,FundingInstrumentType,CategoryOfFundingActivity,CategoryExplanation,CFDANumbers,EligibleApplicants,AdditionalInformationOnEligibility,AgencyCode,AgencyName,PostDate,CloseDate,LastUpdatedDate,AwardCeiling,AwardFloor,EstimatedTotalProgramFunding,ExpectedNumberOfAwards,Description,Version,CostSharingOrMatchingRequirement,ArchiveDate,GrantorContactEmail,GrantorContactEmailDescription,GrantorContactText,AdditionalInformationURL,AdditionalInformationText,CloseDateExplanation,OpportunityCategoryExplanation
345100,BRAIN Initiative: Brain Behavior Quantification and Synchronization (R61/R33 Clinical Trial Optional),RFA-MH-23-335,D,G,ISS,,93.867,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,12222022,2024-02-15,12232022,,,,,"The goal of this effort is to support the development and validation of next generation platforms and analytic approaches to precisely quantify behaviors in humans and link them with simultaneously recorded brain activity. Tools used for analyzing behavior should be multi-modal and should be able to be linked to brain activity and thus have the accuracy, specificity, temporal resolution, and flexibility commensurate with tools used to measure and modulate the brain circuits that give rise to those behaviors. This phased award will support novel tool development (i.e., hardware/software) in the R61 phase and synchronization of novel tools for measuring behavior and human brain activity in the R33 phase.",Synopsis 1,No,03222024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-23-335.html,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-23-335.html,,
345103,Ancillary Studies to the NIDDK Inflammatory Bowel Disease Genetics Consortium (R01 Clinical Trial Not Allowed),RFA-DK-22-023,D,G,HL,,93.847,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,12232022,2023-11-08,12232022,300000,,,,"The NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC), in collaboration with the International IBD Genetics Consortium, has identified over 250 susceptibility loci for IBD. The IBDGC has recently been renewed with a continued mission to characterize the genetic architecture of IBD phenotypes in diverse populations and to elucidate the biological mechanisms by which genetic variants influence IBD pathophysiology and clinical course. However, current resources permit functional investigation of only a limited number of loci, genes and physiological domains, while the biological mechanisms underlying most of the identified IBD risk loci remain unknown. The purpose of this Funding Opportunity Announcement (FOA) is to expand the number of IBD susceptibility loci, causal variants and effector genes, and IBD-related phenotypes and physiological domains under investigation via Ancillary Studies utilizing the extensive resources including subjects, samples and datasets established by the IBDGC. Proposed Ancillary Studies should focus on causal variant identification and/or functional characterization of effector genes within IBD risk loci and must not duplicate studies either ongoing or already completed by the IBDGC.",Synopsis 1,No,12142023,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-023.html,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-023.html,,
345102,Small Research Grants for Analyses of Gabriella Miller Kids First Pediatric Research Data (R03 Clinical Trial Not Allowed),PAR-23-075,D,G,ISS,,93.865,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,12232022,2026-01-07,12232022,,,,,"The NIH Common Fund has established the Gabriella Miller Kids First Pediatric Research Program (Kids First) to develop a pediatric research data resource populated by genome sequence and phenotypic data that will be of high value for the communities of investigators who study the genetics of childhood cancers and/or structural birth defects. Kids First has established and continues to develop a Data Resource including a collection of curated genomic and phenotypic data from childhood cancer and structural birth defects cohorts and a central portal where these data and analysis tools are accessible to the research community. Access to these data will promote comprehensive and cross-cutting research and collaboration leading to more refined diagnostic capabilities and ultimately more targeted therapies. This FOA is intended to support meritorious small research projects focused on analyses of childhood cancer and/or structural birth defects genomic datasets generated by the Kids First program and/or associated phenotypic datasets. Development of approaches, tools, or algorithms appropriate for analyzing genomic, phenotypic, and/or clinical data relevant to Kids First may also be proposed.",Synopsis 1,No,02122026,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-075.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-075.html,,
345099,Pilot Studies for the Spectrum of Alzheimers Disease/Alzheimers Disease-Related Dementias and Age-Related Cognitive Decline (R61 Clinical Trial Optional),PAR-23-083,D,G,HL,,93.866,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,12232022,2024-11-18,12232022,325000,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to 1) invite research grant applications that enable the collection of pilot data to support early stage testing of promising pharmacological and non-pharmacological interventions for cognitive and neuropsychiatric changes associated with age-related cognitive decline and Alzheimer&apos;s disease (AD) and Alzheimer&apos;s disease-related dementias (ADRD) across the spectrum from pre-symptomatic to more severe stages of disease, and 2) stimulate studies to enhance trial design and methods.",Synopsis 1,No,12242024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-083.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-083.html,,
345098,Early and Late Stage Clinical Trials for the Spectrum of Alzheimers Disease/Alzheimers Related Dementias and Age-Related Cognitive Decline (R01 Clinical Trial Optional),PAR-23-081,D,G,HL,,93.866,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,12232022,2025-01-07,12232022,,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to 1) invite applications that propose to develop and implement early to late stage clinical trials of promising pharmacological and non-pharmacological interventions for cognitive and neuropsychiatric changes associated with age-related cognitive decline and Alzheimer&apos;s disease (AD) and Alzheimer&apos;s disease-related Dementias (ADRD) across the spectrum from pre-symptomatic to more severe stages of disease, and 2) stimulate studies to enhance trial design and methods.",Synopsis 1,No,02122025,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-081.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-081.html,,
345149,NIDA Core &quot;Center of Excellence&quot; Grant Program (P30 Clinical Trial Optional),PAR-23-049,D,G,HL,,93.279,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,12282022,2025-11-17,12282022,,,,,"NIDA Core Center of Excellence Grants (P30) are intended to bring together investigators currently funded by NIH or other Federal or non-Federal sources, to enhance the effectiveness of existing research and also to extend the focus of research to drug abuse and addiction. It is expected that a Center will transform knowledge in the sciences it is studying. Incremental work should not be the focus of Center activities; rather, new and creative directions are encouraged. An application should integrate and promote research in existing funded projects, to achieve new and creative directions. It is expected that individual core activities reflect a relationship to the integrating theme of the Center and the Center is expected to provide research opportunities and experiences to new investigators , and share findings, data and their resources, consistent with achieving the goals of the program.",Synopsis 1,No,12232025,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-049.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-049.html,,
345222,HEAL Commercialization Readiness Pilot (CRP) Program: Embedded Entrepreneurs for Small Businesses in Pain Management (SB1 Clinical Trial Not Allowed),PAR-23-069,D,G,HL,,93.867,23,"Other Eligible Applicants include the following: Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, may be allowed.  See full Funding Opportunity Announcement for additional details on eligibility.",HHS-NIH11,National Institutes of Health,01032023,2025-09-05,01042023,400000,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to facilitate the transition of previously funded SBIR and STTR Phase II and Phase IIB projects in pain management to the commercialization stage by providing additional assistance for private partnering activities through the Commercialization Readiness Pilot (CRP) program. Specifically, this FOA supports the addition of entrepreneurial expertise into small business leadership teams along with supporting partnering activities to aid in commercialization through private third-party funding or partnership with industry.",Synopsis 1,No,10112025,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-069.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-069.html,,
345247,BRAIN Initiative: Transformative Brain Non-invasive Imaging Technology Development (UG3/UH3 Clinical Trial Not Allowed),RFA-EB-22-003,D,CA,ISS,,93.867,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01052023,2023-10-13,01052023,300000,,,,"This Funding Opportunity Announcement (FOA) solicits applications for team-centric development and validation of innovative non-invasive imaging technologies that could have a transformative impact on the study of brain function/connectivity. Applications are expected to turn a novel concept into a functional prototype using this phased grant mechanism. The feasibility should be established by the end of its first phase and serve as a foundation for the transition to its second phase. Fully developing the technology into a functional prototype and validating it by in-vivo animal or human function/connectivity imaging are anticipated in the second phase. The research plan should provide a realistic timeline and tangible milestones to support the proposed development effort. Awards will be integrated into the BRAIN Non-Invasive Imaging Consortium, as a coordinated network on brain function/connectivity imaging.",Synopsis 1,No,11182023,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-EB-22-003.html,https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-22-003.html,,
345248,Pilot and Feasibility Trials on the Integration of Social and Medical Care for Type 1 Diabetes Mellitus (R01 Clinical Trial Required),RFA-DK-22-028,D,G,HL,,93.847,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are allowed.",HHS-NIH11,National Institutes of Health,01052023,2024-02-29,01052023,350000,,,,"The purpose of this NIDDK Funding Opportunity Announcement (FOA) is to support pilot and feasibility trials to test pragmatic interventions that include screening for adverse social determinants of health (SDoH) and referring or providing resource service linkages for social services within the healthcare setting for individuals living with type 1 diabetes. The pilot trials will determine 1) feasibility of screening for social risks and implementing referral service linkages (e.g., connecting persons in need to appropriate transportation, housing, food, etc. resources) within the context of a healthcare encounter, and 2) preliminary signals of the interventions impact on both the social risk(s) and type 1 diabetes (T1D) specific outcomes such as glycemic control. The overarching goal of this FOA is to stimulate collaborations between healthcare systems, community-based organizations, and social service entities for testing and advancing effective interventions which integrate social care and medical care to reduce health disparities in T1D.",Synopsis 1,No,04052024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-028.html,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-22-028.html,,
345268,Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),PAR-23-088,D,G,HL,,93.394,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2023-10-27,01062023,150000,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to accelerate the pace of translation of NCI-supported methods/assays/technologies (referred to as &quot;assays&quot;) to the clinic. Specifically, the focus of this FOA is on the adaption and clinical validation of molecular/cellular/imaging markers (referred to as &quot;markers&quot; r &quot;biomarkers&quot;) for cancer detection, diagnosis, prognosis, monitoring, and prediction of response in treatment, as well as markers for cancer control and prevention. Research applications may support the acquisition of well-annotated specimens from NCI-supported or other clinical trials or observational cohorts/consortia for the purpose of clinical validation of the assay. Research projects proposed for this FOA encourage multi-disciplinary interaction among scientific investigators, assay developers, clinicians, statisticians, and clinical laboratory staff. Clinical laboratory scientist(s) and statistical experts are highly encouraged to comprise integral parts of the application. This FOA is not intended to support early-stage development of technology or the conduct of clinical trials, but rather the adaption and validation of assays to the point where they could be integrated into clinical trials as investigational assays/tools/devices.",Synopsis 1,No,12022023,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-088.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-088.html,,
345270,Laboratories to Optimize Digital Health (R01 Clinical Trial Required),PAR-23-096,D,G,HL,,93.242,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2025-03-05,01062023,,,,,"NIMH seeks applications for innovative research projects to test strategies to increase the reach, efficiency, effectiveness, and quality of digital mental health interventions. This FOA is intended to support the development of digital health test beds that leverage well-established digital mental health platforms,to rapidly refine and optimize existing evidence-based digital health interventions and conduct clinical trials testing digital mental health interventions that are statistically powered to provide a definitive answer regarding the intervention&apos;s effectiveness.",Synopsis 1,No,04102025,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-096.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-096.html,,
345276,Effectiveness of Implementing Sustainable Evidence-Based Mental Health Practices in Low-Resource Settings to Achieve Mental Health Equity for Traditionally Underserved Populations (R01 Clinical Trial Optional),PAR-23-092,D,G,HL,,93.242,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.",HHS-NIH11,National Institutes of Health,01062023,2024-07-05,01062023,,,,,"This Funding Opportunity Announcement (FOA) encourages studies that develop and test the effectiveness of strategies for implementation and sustainable delivery of evidence-based mental health treatments and services to improve mental health outcomes for underserved populations in under-resourced settings in the United States. Studies should identify and use innovative approaches to remediate barriers to provision, receipt, and/or benefit from evidence-based practices (EBPs) and generate new information about factors integral to achieving equity in mental health outcomes for underserved populations. Research generating new information about factors causing/reducing disparities are strongly encouraged, including due consideration of the needs of individuals across the life span.",Synopsis 1,No,08102024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-092.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-092.html,,
345279,"Initiation of a Mental Health Family Navigator Model to Promote Early Access, Engagement and Coordination of Needed Mental Health Services for Children and Adolescents (R01 Clinical Trial Required)",PAR-23-094,D,G,HL,,93.242,25,"Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession; Non-domestic (non-U.S.) Entities (Foreign Institutions) are not eligible to apply.  Non-domestic (non-U.S.) components of U.S. Organizations are not eligible to apply.  Foreign components, as defined in the NIH Grants Policy Statement, are not allowed.",HHS-NIH11,National Institutes of Health,01062023,2024-07-05,01062023,,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to encourage research applications to develop and test the effectiveness and implementation of family navigator models designed to promote early access, engagement and coordination of mental health treatment and services for children and adolescents who are experiencing early symptoms of mental health problems. For the purposes of this FOA, NIMH defines a family navigator model as a health care professional or paraprofessional whose role is to deploy a set of strategies designed to rapidly engage youth and families in needed treatment and services, work closely with the family and other involved treatment and service providers to optimize care and monitor the trajectory of mental health symptoms and outcomes over time. Applicants are encouraged to develop and test the navigator models ability to promote early access, engagement and coordination of mental health treatment and services for children and adolescents as soon as symptoms are detected. Of interest are navigator models that coordinate needed care strategies, determine the personalized match to the level of needed service amount, frequency and intensity, and harness novel technologies to track and monitor the trajectory of clinical, functional and behavioral progress toward achieving intended services outcomes. This FOA is published in parallel to a companion R34",Synopsis 1,No,08102024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-094.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-094.html,,
345278,Mood and Psychosis Symptoms during the Menopause Transition (R01 Clinical Trial Optional),PAR-23-097,D,G,HL,,93.242,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2024-11-05,01062023,,,,,"The purpose of this FOA is to advance translational research to better understand the emergence and worsening of mood and psychotic disorders (e.g., perimenopausal depression (PMD), generalized anxiety disorder, bipolar disorder and schizophrenia) during the menopause transition (MT) in an effort to identity targets for future development of novel treatment interventions. This funding opportunity aims to advance novel and innovative translational research to better comprehend the underlying neurobiological and behavioral mechanisms of mood and psychosis disorders and related symptoms during MT. This funding opportunity also encourages interdisciplinary researchers to collaborate on studies of mood and psychosis during the MT. Aspects of mood and psychosis disorders that are of interest include: classic depressive symptoms in combination with menopause symptoms (e.g., hot flashes, night sweats, sleep disturbance) and psychological challenges, the role of reproductive steroids in the regulation of mood and behavior during the MT, diagnosis of mood and psychosis symptoms at menopausal stage, investigation of co-occurring psychiatric and menopause symptoms, appreciation of psychosocial factors common in midlife, and differential diagnoses. Review criteria will focus on the comprehensiveness of the neurobiology and mechanisms of action underlying mood and psychosis symptoms and hypothesis-driven work.",Synopsis 1,No,12112024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-097.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-097.html,,
345272,Building in vivo Preclinical Assays of Circuit Engagement for Application in Therapeutic Development (R01 Clinical Trial Not Allowed),PAR-23-091,D,G,HL,,93.242,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2025-09-07,01062023,250000,,,,"The overall goal of this Funding Opportunity Announcement (FOA) is to identify, in animals, in vivo neurophysiological and behavioral measures for use as assays in the early screening phase of treatment development. The FOA will support efforts to optimize and evaluate measures of neurophysiological and behavioral processes that may serve as surrogate markers of neural processes of clinical interest based on available knowledge of the neurobiology of mental illnesses. The screening assays thus developed from this FOA are expected to build upon systems neurobiology and clinical neuroscience to enhance the scientific value of preclinical animal data contributing to a therapeutic development pipeline by assessing the impact of therapeutic targets and treatment candidates on neurobiological mechanisms of clinical relevance to mental illnesses.",Synopsis 1,No,10132025,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-091.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-091.html,,
345275,Utilizing Invasive Recording and Stimulating Opportunities in Humans to Advance Neural Circuitry Understanding of Mental Health Disorders (R01 Clinical Trial Optional),PAR-23-093,D,G,HL,,93.242,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2024-07-05,01062023,,,,,"The purpose of this Funding Opportunity Announcement (FOA) is to encourage applications to pursue invasive neural recording studies focused on mental health-relevant questions. Invasive neural recordings provide an unparalleled window into the human brain to explore the neural circuitry and neural dynamics underlying complex moods, emotions, cognitive functions, and behaviors with high spatial and temporal resolution. Additionally, the ability to stimulate, via the same electrodes, allows for direct causal tests by modulating network dynamics. This funding opportunity aims to target a gap in the scientific knowledge of neural circuit function related to mental health disorders. Researchers should target specific questions suited to invasive recording modalities that have high translational potential. Development of new technologies and therapies are outside the scope of this FOA.",Synopsis 1,No,08102024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-093.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-093.html,,
345280,Innovative Mental Health Services Research Not Involving Clinical Trials (R01 Clinical Trials Not Allowed),PAR-23-095,D,G,HL,,93.242,25,Other Eligible Applicants include the following:  Alaska Native and Native Hawaiian Serving Institutions; Asian American Native American Pacific Islander Serving Institutions (AANAPISISs); Eligible Agencies of the Federal Government; Faith-based or Community-based Organizations; Hispanic-serving Institutions; Historically Black Colleges and Universities (HBCUs); Indian/Native American Tribal Governments (Other than Federally Recognized); Non-domestic (non-U.S.) Entities (Foreign Organizations); Regional Organizations; Tribally Controlled Colleges and Universities (TCCUs) ; U.S. Territory or Possession.,HHS-NIH11,National Institutes of Health,01062023,2024-07-05,01062023,,,,,"The purpose of this funding announcement is to encourage innovative research that will inform and support the delivery of high-quality, continuously improving mental health services to benefit the greatest number of individuals with, or at risk for developing, a mental illness. This announcement invites applications for non-clinical trial R01-level projects that address NIMH strategic priorities for mental health services research.",Synopsis 1,No,08102024,grantsinfo@nih.gov,See Section VII. Agency Contacts within the full opportunity announcement for all other inquires.,NIH Grants Information&lt;br/&gt;grantsinfo@nih.gov,http://grants.nih.gov/grants/guide/pa-files/PAR-23-095.html,https://grants.nih.gov/grants/guide/pa-files/PAR-23-095.html,,
